               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.087868,            0.021821,             0.04731,                   0,                   0,                   0,                   0,             0.13233,           0.0076312,             0.41377,            0.070366,           0.0032927,           0.0032927
                   1,            0.067369,            0.018687,             0.04586,           0.0090491,             0.20773,           0.0046245,            0.001158,            0.099403,              0.9147,             0.14075,            0.040333,           0.0065932,           0.0065932
                   2,            0.058941,             0.01606,            0.043602,              0.2168,             0.27152,            0.019276,           0.0062119,            0.078938,            0.076797,            0.055019,            0.010267,           0.0098608,           0.0098608
                   3,            0.055097,            0.014758,            0.040687,            0.076127,             0.30632,            0.099693,            0.041475,            0.096562,            0.024915,             0.67819,           0.0098515,           0.0098515,           0.0098515
                   4,              0.0507,            0.013942,             0.03943,            0.065714,             0.37457,            0.085982,             0.04278,            0.061674,            0.050195,            0.056839,           0.0098515,           0.0098515,           0.0098515
                   5,            0.048901,            0.013586,            0.037263,             0.21298,             0.41728,             0.19875,             0.08857,            0.050593,            0.016964,            0.039503,            0.009802,            0.009802,            0.009802
                   6,            0.044939,            0.013166,            0.035359,             0.18124,              0.5184,             0.21563,            0.072582,            0.055529,             0.01733,            0.035238,           0.0097525,           0.0097525,           0.0097525
                   7,            0.043525,            0.013071,            0.033564,             0.32159,             0.52262,              0.4499,              0.1331,            0.051801,            0.010854,            0.030777,            0.009703,            0.009703,            0.009703
                   8,            0.043242,            0.012179,            0.031987,             0.44285,             0.43582,             0.39358,              0.1824,            0.046405,           0.0093234,             0.03088,           0.0096535,           0.0096535,           0.0096535
                   9,            0.043278,            0.012439,            0.031127,             0.23379,             0.47091,             0.37272,             0.13724,            0.049445,            0.011113,            0.031069,            0.009604,            0.009604,            0.009604
                  10,            0.041282,            0.012707,            0.029331,             0.27465,             0.41151,             0.32119,             0.10427,            0.055066,            0.010367,            0.037453,           0.0095545,           0.0095545,           0.0095545
                  11,            0.042921,            0.012451,            0.030652,             0.41111,             0.60696,             0.54071,             0.17753,             0.05504,           0.0086479,            0.024846,            0.009505,            0.009505,            0.009505
                  12,             0.04224,            0.012452,            0.027812,             0.54436,             0.49519,             0.57255,             0.19258,            0.050759,            0.010564,            0.021959,           0.0094555,           0.0094555,           0.0094555
                  13,            0.041208,             0.01214,            0.025218,             0.65199,             0.54894,             0.60867,             0.22368,            0.048694,            0.008182,            0.019264,            0.009406,            0.009406,            0.009406
                  14,            0.041196,            0.012086,            0.022865,             0.58308,             0.45392,             0.54181,             0.19498,            0.046178,            0.010942,            0.023705,           0.0093565,           0.0093565,           0.0093565
                  15,            0.040745,             0.01159,            0.022864,             0.61232,             0.66734,             0.62816,             0.20384,            0.050482,           0.0073833,            0.016201,            0.009307,            0.009307,            0.009307
                  16,            0.041037,            0.011858,            0.022171,             0.53703,             0.63989,             0.63175,             0.24057,             0.04637,           0.0073059,            0.021644,           0.0092575,           0.0092575,           0.0092575
                  17,            0.040128,            0.011715,            0.021886,             0.58057,             0.49564,             0.48939,              0.1656,            0.053548,            0.009109,            0.015314,            0.009208,            0.009208,            0.009208
                  18,            0.039958,            0.011192,            0.018685,              0.5967,             0.64796,             0.59785,             0.20241,            0.047907,           0.0078142,              0.0182,           0.0091585,           0.0091585,           0.0091585
                  19,            0.038158,            0.011204,            0.018446,             0.65269,             0.67057,             0.72806,             0.36204,            0.039671,           0.0071454,            0.014939,            0.009109,            0.009109,            0.009109
                  20,            0.038273,            0.010641,            0.016525,             0.64645,             0.70233,             0.76275,             0.36506,            0.039488,           0.0078526,            0.011166,           0.0090595,           0.0090595,           0.0090595
                  21,            0.039239,            0.011385,            0.018665,             0.65873,             0.69421,             0.66325,             0.32984,            0.039493,           0.0082386,            0.019419,             0.00901,             0.00901,             0.00901
                  22,             0.03804,            0.010967,               0.016,             0.76751,             0.66576,             0.73883,             0.31677,            0.044631,           0.0081258,            0.010233,           0.0089605,           0.0089605,           0.0089605
                  23,            0.038846,             0.01065,            0.015453,             0.69537,             0.67659,              0.6977,             0.22883,            0.047091,           0.0069525,            0.010952,            0.008911,            0.008911,            0.008911
                  24,            0.036351,            0.010043,            0.013288,             0.77649,             0.71403,             0.75762,              0.3817,            0.037772,           0.0079257,            0.008374,           0.0088615,           0.0088615,           0.0088615
                  25,            0.037898,            0.010414,             0.01498,             0.77198,             0.61224,             0.67043,             0.24959,            0.046914,           0.0071127,            0.017135,            0.008812,            0.008812,            0.008812
                  26,            0.037214,            0.010841,            0.015413,               0.693,             0.66708,             0.72631,             0.33551,             0.04102,           0.0083675,            0.014895,           0.0087625,           0.0087625,           0.0087625
                  27,            0.036287,            0.010298,            0.012345,             0.75843,             0.74775,             0.79337,             0.39038,            0.041478,           0.0080104,            0.009069,            0.008713,            0.008713,            0.008713
                  28,             0.03535,            0.010142,            0.013621,             0.81129,             0.67751,             0.79508,             0.34798,             0.04517,           0.0071356,            0.011161,           0.0086635,           0.0086635,           0.0086635
                  29,            0.035643,            0.010589,            0.013637,             0.83452,             0.70901,             0.82476,              0.3737,            0.038968,           0.0070732,           0.0057247,            0.008614,            0.008614,            0.008614
                  30,            0.034971,            0.010062,            0.010949,             0.85529,             0.80999,             0.85652,             0.40296,            0.040655,            0.006777,           0.0056689,           0.0085645,           0.0085645,           0.0085645
                  31,            0.034653,            0.010164,            0.011823,             0.86997,             0.78881,             0.86152,             0.37001,             0.04034,           0.0067792,           0.0089157,            0.008515,            0.008515,            0.008515
                  32,            0.034615,           0.0097686,             0.01062,             0.82637,             0.75487,             0.83892,             0.36745,            0.042698,            0.007087,           0.0092907,           0.0084655,           0.0084655,           0.0084655
                  33,            0.035468,           0.0097351,            0.012232,             0.81878,             0.82168,             0.89581,             0.53572,            0.032827,           0.0071774,           0.0059152,            0.008416,            0.008416,            0.008416
                  34,            0.034412,            0.010308,            0.011917,             0.87568,              0.6357,             0.74566,             0.39562,            0.036209,           0.0076146,           0.0089428,           0.0083665,           0.0083665,           0.0083665
                  35,            0.034135,            0.010296,            0.012768,             0.71099,             0.74185,             0.75603,             0.35959,             0.04009,            0.008126,            0.014643,            0.008317,            0.008317,            0.008317
                  36,            0.034631,            0.010028,            0.012145,             0.74554,             0.72963,             0.82268,             0.38194,             0.04011,           0.0071781,            0.013194,           0.0082675,           0.0082675,           0.0082675
                  37,            0.034183,             0.01004,            0.010885,             0.85498,             0.78774,             0.86292,             0.51704,            0.034426,           0.0082469,           0.0074511,            0.008218,            0.008218,            0.008218
                  38,            0.034525,           0.0097746,            0.010521,             0.86144,             0.83398,             0.89336,             0.45185,            0.034858,           0.0081875,           0.0049545,           0.0081685,           0.0081685,           0.0081685
                  39,            0.035388,            0.010164,             0.01189,             0.87555,             0.80027,             0.88631,             0.46191,            0.035436,           0.0063722,            0.007865,            0.008119,            0.008119,            0.008119
                  40,            0.032896,           0.0098134,             0.01078,             0.82264,             0.78952,             0.82769,             0.26749,            0.048148,           0.0078428,           0.0061719,           0.0080695,           0.0080695,           0.0080695
                  41,            0.033698,           0.0097895,            0.010452,             0.80701,             0.74353,             0.84622,             0.37866,            0.038012,           0.0070827,           0.0082917,             0.00802,             0.00802,             0.00802
                  42,            0.035307,           0.0098355,            0.010216,             0.82123,             0.84389,              0.9251,             0.50123,            0.034279,           0.0066233,           0.0059962,           0.0079705,           0.0079705,           0.0079705
                  43,            0.033803,           0.0096573,            0.010415,             0.90239,             0.84427,             0.91396,             0.44898,            0.036344,           0.0060353,           0.0045255,            0.007921,            0.007921,            0.007921
                  44,             0.03193,           0.0097394,            0.010097,             0.89376,             0.87438,             0.93338,             0.48286,            0.034226,           0.0062306,           0.0043162,           0.0078715,           0.0078715,           0.0078715
                  45,             0.03301,           0.0091256,           0.0094598,              0.7891,             0.81025,             0.82184,             0.33104,            0.044586,           0.0075035,           0.0050731,            0.007822,            0.007822,            0.007822
                  46,            0.032275,           0.0096754,           0.0095419,             0.87077,             0.87499,             0.91941,             0.51506,            0.034791,           0.0059931,           0.0061178,           0.0077725,           0.0077725,           0.0077725
                  47,            0.031515,           0.0094963,           0.0093563,             0.84134,             0.88295,             0.89834,             0.41194,            0.040249,           0.0060229,           0.0025087,            0.007723,            0.007723,            0.007723
                  48,            0.031582,           0.0092939,            0.010671,             0.90221,             0.83352,             0.88074,             0.30342,            0.045852,           0.0066812,            0.003241,           0.0076735,           0.0076735,           0.0076735
                  49,            0.031457,           0.0093305,           0.0093813,             0.94429,             0.76533,             0.89493,              0.4527,            0.035293,             0.00688,           0.0095932,            0.007624,            0.007624,            0.007624
                  50,            0.031984,           0.0092929,            0.010194,             0.89139,             0.86568,             0.93455,             0.47716,            0.033701,           0.0064988,           0.0068829,           0.0075745,           0.0075745,           0.0075745
                  51,            0.033457,           0.0095449,            0.010246,             0.77784,             0.74344,             0.81534,             0.37846,            0.041337,           0.0078595,              0.0115,            0.007525,            0.007525,            0.007525
                  52,            0.034482,           0.0094751,           0.0094627,             0.82419,             0.82636,             0.90281,             0.49866,            0.033336,           0.0059371,           0.0067501,           0.0074755,           0.0074755,           0.0074755
                  53,            0.031698,           0.0095417,            0.010604,             0.79741,             0.76649,             0.82844,             0.34941,            0.042907,           0.0067637,           0.0056306,            0.007426,            0.007426,            0.007426
                  54,            0.032134,            0.009317,           0.0094111,              0.7298,             0.70168,             0.68358,             0.21118,            0.057393,           0.0060728,           0.0037131,           0.0073765,           0.0073765,           0.0073765
                  55,            0.031866,           0.0091209,           0.0072739,              0.8658,             0.82273,             0.91106,             0.31002,            0.043929,           0.0066974,           0.0061917,            0.007327,            0.007327,            0.007327
                  56,            0.031956,           0.0089684,           0.0091463,             0.85915,             0.87179,             0.93268,             0.46156,            0.037606,           0.0060079,            0.004027,           0.0072775,           0.0072775,           0.0072775
                  57,            0.030997,           0.0087176,           0.0077479,             0.91272,             0.83522,             0.93063,              0.5065,            0.033393,           0.0061295,           0.0060923,            0.007228,            0.007228,            0.007228
                  58,            0.031762,           0.0093908,           0.0087624,             0.90261,             0.83101,             0.90419,             0.40625,            0.039749,           0.0068884,             0.00755,           0.0071785,           0.0071785,           0.0071785
                  59,            0.032743,           0.0093447,            0.008936,             0.81685,              0.9061,             0.91129,             0.36814,            0.042847,            0.006027,           0.0050601,            0.007129,            0.007129,            0.007129
                  60,            0.031417,           0.0091306,           0.0098563,             0.91892,             0.78995,             0.88252,             0.50423,            0.032218,           0.0062757,           0.0050592,           0.0070795,           0.0070795,           0.0070795
                  61,            0.031155,           0.0092091,           0.0082145,             0.90353,             0.84018,             0.90527,             0.46641,            0.035366,           0.0059743,           0.0039493,             0.00703,             0.00703,             0.00703
                  62,            0.030504,           0.0085975,           0.0082487,             0.85225,             0.77878,             0.89625,             0.42566,            0.037437,           0.0064819,            0.010259,           0.0069805,           0.0069805,           0.0069805
                  63,            0.030077,           0.0088251,           0.0081592,             0.88966,              0.8631,             0.90609,             0.37122,            0.043173,           0.0057199,           0.0033559,            0.006931,            0.006931,            0.006931
                  64,            0.029262,           0.0088999,           0.0080836,             0.85683,             0.85007,             0.88969,             0.40646,             0.04054,           0.0065553,           0.0023831,           0.0068815,           0.0068815,           0.0068815
                  65,            0.030714,           0.0090101,           0.0088847,             0.87278,             0.76866,             0.82964,             0.32274,            0.043167,           0.0065131,           0.0037905,            0.006832,            0.006832,            0.006832
                  66,            0.031069,             0.00925,           0.0099267,             0.83928,             0.79771,             0.85853,             0.42303,            0.037736,           0.0071685,            0.025788,           0.0067825,           0.0067825,           0.0067825
                  67,            0.032858,           0.0096945,            0.011002,             0.86228,             0.85225,             0.91381,             0.46982,            0.035669,           0.0065823,           0.0051883,            0.006733,            0.006733,            0.006733
                  68,            0.030393,            0.008926,           0.0074725,             0.90203,             0.87058,             0.92663,             0.47903,            0.033856,           0.0060322,           0.0022789,           0.0066835,           0.0066835,           0.0066835
                  69,            0.030887,            0.008822,           0.0083539,             0.87014,             0.91571,             0.94864,             0.44581,            0.038493,           0.0062957,            0.004333,            0.006634,            0.006634,            0.006634
                  70,            0.030283,           0.0090811,           0.0079143,             0.82187,             0.79269,             0.83747,             0.28415,            0.048211,           0.0063522,            0.004271,           0.0065845,           0.0065845,           0.0065845
                  71,            0.030043,           0.0084897,           0.0079956,             0.93789,              0.8474,             0.93311,             0.35758,            0.044819,           0.0060201,           0.0028949,            0.006535,            0.006535,            0.006535
                  72,            0.030071,           0.0088856,           0.0077888,             0.93492,             0.83168,             0.92509,             0.43682,            0.038287,           0.0056112,           0.0042542,           0.0064855,           0.0064855,           0.0064855
                  73,            0.029754,           0.0084477,           0.0079165,             0.90558,             0.83762,             0.90363,             0.45355,            0.034187,           0.0060201,           0.0039324,            0.006436,            0.006436,            0.006436
                  74,            0.029232,           0.0084958,           0.0070654,             0.92633,              0.8405,             0.92834,             0.52352,            0.030222,           0.0057216,           0.0042458,           0.0063865,           0.0063865,           0.0063865
                  75,            0.029752,            0.008438,           0.0082461,             0.91104,             0.84794,             0.92774,             0.46325,            0.035047,           0.0058236,           0.0030754,            0.006337,            0.006337,            0.006337
                  76,            0.030484,           0.0084842,           0.0078552,             0.87476,             0.83264,             0.92481,             0.51584,            0.031665,           0.0060582,           0.0076224,           0.0062875,           0.0062875,           0.0062875
                  77,            0.031136,            0.009195,           0.0090994,             0.90345,             0.85302,             0.93986,             0.51414,            0.033945,           0.0060825,           0.0028461,            0.006238,            0.006238,            0.006238
                  78,             0.03092,           0.0092095,            0.009842,             0.86779,             0.93149,             0.96329,             0.56893,            0.029408,           0.0057728,           0.0039043,           0.0061885,           0.0061885,           0.0061885
                  79,            0.030816,           0.0090106,           0.0077623,             0.83644,             0.84469,             0.88519,             0.43083,            0.036482,           0.0061426,           0.0051154,            0.006139,            0.006139,            0.006139
                  80,            0.028806,           0.0086794,           0.0066086,             0.92515,             0.88818,             0.93954,             0.45651,             0.03444,           0.0057054,           0.0036315,           0.0060895,           0.0060895,           0.0060895
                  81,            0.028934,           0.0085355,           0.0072734,             0.90129,              0.8992,             0.94001,             0.39661,            0.041703,           0.0057068,           0.0027482,             0.00604,             0.00604,             0.00604
                  82,            0.028828,           0.0084398,           0.0062932,             0.88477,             0.91191,             0.96272,             0.59492,            0.026866,           0.0053647,           0.0033666,           0.0059905,           0.0059905,           0.0059905
                  83,            0.030044,           0.0084897,           0.0073843,             0.90107,             0.86667,             0.93271,             0.48566,            0.033151,           0.0052693,           0.0034985,            0.005941,            0.005941,            0.005941
                  84,            0.028803,           0.0088021,           0.0081832,             0.90242,             0.90332,             0.92835,             0.36028,            0.042613,           0.0060089,           0.0028082,           0.0058915,           0.0058915,           0.0058915
                  85,            0.028982,           0.0084696,           0.0081549,             0.89489,             0.85201,             0.92518,             0.55015,            0.029291,           0.0060103,           0.0056759,            0.005842,            0.005842,            0.005842
                  86,            0.029275,           0.0086888,            0.006926,             0.61964,             0.75546,             0.65951,             0.35346,             0.04437,              0.0118,             0.10283,           0.0057925,           0.0057925,           0.0057925
                  87,            0.030318,           0.0083281,           0.0068779,             0.82686,             0.87224,             0.92907,             0.48844,            0.032652,           0.0058448,           0.0040247,            0.005743,            0.005743,            0.005743
                  88,            0.028941,           0.0086143,           0.0074845,             0.92814,              0.9042,             0.95318,             0.46182,            0.036996,           0.0056484,            0.004174,           0.0056935,           0.0056935,           0.0056935
                  89,            0.028151,             0.00852,           0.0075374,             0.93393,             0.91574,              0.9518,             0.47374,            0.034009,           0.0055847,           0.0034951,            0.005644,            0.005644,            0.005644
                  90,             0.02854,           0.0085978,           0.0076962,             0.92573,             0.94624,             0.96512,             0.47349,            0.036169,           0.0056784,           0.0015958,           0.0055945,           0.0055945,           0.0055945
                  91,            0.028066,           0.0084878,           0.0061926,              0.9758,             0.91842,             0.95788,             0.55713,            0.030094,           0.0051348,            0.001646,            0.005545,            0.005545,            0.005545
                  92,            0.027854,           0.0081988,           0.0062551,             0.91115,             0.87656,             0.92779,             0.34695,            0.046522,           0.0059102,           0.0023794,           0.0054955,           0.0054955,           0.0054955
                  93,            0.027681,           0.0079748,           0.0056711,             0.92942,             0.91636,              0.9503,             0.48745,            0.033493,            0.005681,           0.0017052,            0.005446,            0.005446,            0.005446
                  94,            0.026852,           0.0080212,           0.0069058,             0.92479,             0.88792,             0.92586,             0.35151,            0.044658,           0.0056591,           0.0031179,           0.0053965,           0.0053965,           0.0053965
                  95,             0.02775,           0.0082621,           0.0080516,              0.8859,             0.85043,             0.93543,             0.49978,            0.034532,           0.0070207,           0.0051491,            0.005347,            0.005347,            0.005347
                  96,             0.02841,           0.0085237,            0.006467,             0.85628,             0.87649,             0.92071,             0.45915,            0.036321,            0.005909,            0.004074,           0.0052975,           0.0052975,           0.0052975
                  97,            0.027441,           0.0081531,           0.0056569,             0.96467,             0.89564,             0.96576,             0.46595,            0.036137,           0.0056684,           0.0029651,            0.005248,            0.005248,            0.005248
                  98,            0.027234,           0.0079647,           0.0071124,             0.93878,             0.90402,             0.95657,             0.59815,            0.028026,           0.0054088,           0.0036198,           0.0051985,           0.0051985,           0.0051985
